SourceFile,DateTimeOriginal,GPSLongitude,GPSLatitude
IMG_4774.jpg,2022:04:24 15:06:38,-82.38310278,27.85991111
IMG_4775.jpg,2022:04:24 10:59:44,-82.42871944,27.75885
